knave,nave
knead,need
knew,new
knight,night
knit,nit
knob,nob
knock,nock
knot,not
know,no
knows,nose
laager,lager
lac,lack
lade,laid
lain,lane
lam,lamb
laps,lapse
larva,lava
lase,laze
law,lore
lay,ley
lea,lee
leach,leech
lead,led
leak,leek
lean,lien
lessen,lesson
levee,levy
liar,lair
lyre,lair
liar,lyre
licence,license
licker,liquor
lie,lye
lieu,loo
links,lynx
lo,low
load,lode
loan,lone
locks,lox
loop,loupe
loot,lute
made,maid
mail,male
main,mane
maize,maze
mall,maul
manna,manner
mantel,mantle
mare,mayor
mark,marque
marshal,martial
marten,martin
mask,masque
maw,more
me,mi
mean,mien
meat,mete
meet,mete
meat,meet
medal,meddle
metal,mettle
meter,metre
might,mite
miner,mynah
minor,mynah
miner,minor
mind,mined
missed,mist
moat,mote
mode,mowed
moor,more
moose,mousse
morning,mourning
muscle,mussel
naval,navel
nay,neigh
nigh,nye
none,nun
od,odd
ode,owed
oh,owe
one,won
packed,pact
packs,pax
pail,pale
pain,pane
pair,pear
pare,pear
pair,pare
palate,pallet
palette,pallet
palate,palette
pascal,paschal
paten,pattern
patten,pattern
paten,patten
pause,pores
pause,pours
paws,pores
paws,pours
pores,pours
pause,paws
pawn,porn
pea,pee
peace,piece
peak,peke
peak,pick
peke,pick
pique,pick
peek,pick
peak,pique
peek,peke
peek,pique
peke,pique
peak,peek
peal,peel
pearl,purl
pedal,peddle
peer,pier
pi,pie
pica,pika
place,plaice
plain,plane
pleas,please
plum,plumb
pole,poll
poof,pouffe
practice,practise
praise,preys
prays,preys
praise,prays
principal,principle
profit,prophet
quarts,quartz
quean,queen
raise,raze
rays,raze
raise,rays
rap,wrap
raw,roar
read,reed
read,red
real,reel
reek,wreak
rest,wrest
retch,wretch
review,revue
rheum,room
right,wright
right,write
rite,wright
rite,write
wright,write
right,rite
ring,wring
road,rode
roe,row
role,roll
roux,rue
roo,rue
roo,roux
rood,rude
root,route
rose,rows
rota,rotor
rote,wrote
rough,ruff
rouse,rows
rung,wrung
rye,wry
saver,savour
spade,spayed
sale,sail
sane,seine
satire,satyr
sauce,source
saw,sore
soar,sore
saw,soar
scene,seen
scull,skull
sea,see
seam,seem
sear,sere
seer,sere
sear,seer
seas,seize
seas,cease
seas,siege
sees,seize
seize,siege
seize,cease
cease,siege
sees,cease
sew,sow
seas,sees
so,sow
sew,so
shake,sheikh
shear,sheer
shoe,shoo
sic,sick
side,sighed
sign,sine
sink,synch
slay,sleigh
sloe,slow
sole,soul
some,sum
son,sun
sort,sought
spa,spar
staid,stayed
stair,stare
stake,steak
stalk,stork
stationary,stationery
steal,steel
stile,style
storey,story
straight,strait
sweet,suite
swat,swot
tacks,tax
tale,tail
talk,torque
tare,tear
taught,tort
taut,tort
taught,taut
te,tee
tea,tee
te,tea
team,teem
tear,tier
teas,tease
terce,terse
tern,turn
there,they're
their,they're
there,their
threw,through
throes,throws
throne,thrown
thyme,time
tic,tick
tide,tied
tire,tyre
toad,towed
toed,towed
toad,toed
told,tolled
tole,toll
ton,tun
tor,tore
tough,tuff
troop,troupe
tuba,tuber
vane,vein
vain,vein
vain,vane
vale,veil
vial,vile
wail,whale
wale,whale
wail,wale
wain,wane
waist,waste
wait,weight
waive,wave
wall,waul
war,wore
ware,where
wear,where
ware,wear
warn,worn
wart,wort
watt,what
wax,whacks
way,whey
weigh,whey
way,weigh
we,whee
wee,whee
we,wee
weak,week
we'd,weed
weal,wheel
we'll,wheel
weal,we'll
wean,ween
weather,whether
weaver,weever
weir,we're
were,whirr
wet,whet
wheald,wheeled
which,witch
whig,wig
while,wile
whine,wine
whirl,whorl
whirled,world
whit,wit
white,wight
who's,whose
woe,whoa
wood,would
yaw,your
yaw,you're
yore,your
yore,you're
your,you're
yaw,yore
yoke,yolk
you'll,yule
accept,except
allusion,illusion
ad,add
aid,aide
air,heir
ail,ale
allowed,aloud
altar,alter
ant,aunt
ate,eight
bail,bale
ball,bawl
band,banned
bear,bare
be,bee
beat,beet
billed,build
blew,blue
board,bored
boy,buoy
brake,break
bread,bred
beach,beech
bolder,boulder
bread,bred
browse,brows
capital,capitol
karat,carrot
karat,carat
karat,caret
caret,carrot
ceiling,sealing
cell,sell
census,senses
cereal,serial
chews,choose
choral,coral
chute,shoot
clothes,close
colonel,kernel
coarse,course
complement,compliment
council,counsel
creak,creek
crews,cruise
cymbal,symbol
days,daze
dear,deere
deer,deere
dear,deer
desert,dessert
die,dye
disc,disk
discreet,discrete
discussed,disgust
doe,dough
doughs,doze
earn,urn
elicit,illicit
eminent,imminent
ewe,you
eye,i
fare,faire
fair,faire
fare,fair
feat,feet
find,fined
fir,fur
flea,flee
flu,flue
flew,flue
flew,flu
flower,flour
foreword,forward
forth,fourth
foul,fowl
frees,freeze
gneiss,nice
gnu,new
knew,new
gnu,knew
gored,gourd
gorilla,guerrilla
grays,graze
grate,great
groan,grown
guessed,guest
gym,jim
hale,hail
hall,haul
hare,hair
heal,he'll
heel,he'll
heal,heel
heard,herd
here,hear
hew,hue
hi,high
higher,hire
him,hymn
hair,hare
hoarse,horse
hole,whole
hour,our
idle,idol
in,inn
incite,insight
its,it's
jam,jamb
jeans,genes
knead,kneed
need,kneed
knead,need
knight,night
knows,no's
nose,no's
knows,nose
lead,led
leased,least
lessen,lesson
lie,lye
links,lynx
load,lowed
lode,lowed
load,lode
loan,lone
locks,lox
loot,lute
maid,made
mail,male
maize,maze
meet,mete
meat,mete
meet,meat
medal,meddle
mince,mints
miner,minor
missed,mist
mooed,mood
morning,mourning
muscle,mussel
mussed,must
nays,neighs
no,know
none,nun
not,naught
knot,naught
not,knot
one,won
overdo,overdue
paced,paste
pail,pale
pain,pane
pair,pear
pare,pear
pair,pare
pain,pane
passed,past
patience,patients
pause,paws
peace,piece
peal,peel
pedal,peddle
peer,pier
pi,pie
plain,plane
plum,plumb
poor,pour
presence,presents
principal,principle
prince,prints
profit,prophet
quarts,quartz
quince,quints
rap,wrap
read,reed
read,red
real,reel
reek,wreak
rest,wrest
review,revue
right,write
rite,write
right,rite
ring,wring
road,rowed
rode,rowed
road,rode
roe,row
role,roll
root,route
rose,rows
rote,wrote
roux,rue
rye,wry
sacks,sax
sail,sale
sawed,sod
scene,seen
sea,see
seam,seem
serf,surf
serge,surge
shear,sheer
shoe,shoo
side,sighed
sighs,size
sign,sine
slay,sleigh
soar,sore
soared,sword
sole,soul
son,sun
some,sum
spade,spayed
staid,stayed
stair,stare
stake,steak
stationary,stationery
steal,steel
straight,strait
suede,swayed
summary,summery
sundae,sunday
tacks,tax
tail,tale
taut,taught
tea,tee
team,teem
teas,tees
tease,tees
teas,tease
tents,tense
there,they're
tern,turn
their,they're
there,their
threw,through
throne,thrown
thyme,time
tide,tied
tighten,titan
toe,tow
told,tolled
tracked,tract
trussed,trust
use,ewes
vein,vane
verses,versus
vial,vile
vice,vise
wade,weighed
wail,whale
waist,waste
wait,weight
waive,wave
wales,whales
war,wore
ware,where
wear,where
ware,wear
warn,worn
wax,whacks
we,wee
weather,whether
we'd,weed
weld,welled
we'll,wheel
wen,when
we've,weave
weak,week
which,witch
whirled,world
whirred,word
whine,wine
whoa,woe
who's,whose
wood,would
worst,wurst
yoke,yolk
you'll,yule
your,yore
you're,yore
your,you're
ad,add
advice,advise
aid,aide
ail,ale
air,ere
aisle,i'll
allusion,illusion
altar,alter
ate,eight
bail,bail
band,band
bare,bear
bases,bases
beat,beat
blew,blue
bread,bred
buy,by
capital,capitol
ceiling,sealing
cell,sell
chews,choose
coarse,course
complement,compliment
council,counsel
days,daze
dear,deer
desert,dessert
die,dye
discreet,discrete
dual,duel
elicit,illicit
eminent,iminent
better,batter
baton,button
bawdy,body
barn,burn
beau,boo
brush,bush
brash,brush
bland,blend
bust,burst
bust,best
bets,best
broad,brood
breeze,bridge
bowel,boul
bruit,brute
bench,bunch
vanish,banish
banal,venal
bog,bug
bone,boon
brook,broke
bench,bunch
bubble,babble
abate,abet
abject,object
accede,exceed
access,excess
accident,incident
ace,ache
acme,acne
adopt,adapt
adept,adapt
adopt,adept
adverse,averse
affect,effect
afflict,inflict
aid,aide
align,alien
allay,alley
apposite,opposite
ascent,accent
auger,augur
avert,overt
awe,owe
cabal,cable
cattle,kettle
chaff,chafe
chaste,chest
cheek,chick
cheat,chit
carve,curve
curb,kerb
cue,queue
cop,cope
cut,cute
crude,crud
croak,crock
crook,crock
croak,crook
conform,confirm
confidant,confident
contend,content
courtsey,curtsy
command,commend
concur,conker
conquer,conker
concur,conquer
concert,consort
comfort,comport
collage,college
comma,coma
clinch,clench
cession,session
cemetery,symmetry
cast,caste
carton,cartoon
card,curd
cellar,seller
call,cull
can,cane
cart,curt
calf,cough
carry,curry
career,carrier
coat,quote
collision,collusion
daft,deft
daily,dally
dairy,diary
damp,dump
dab,dub
dance,dunce
dank,dunk
dark,dirk
dart,dirt
deep,dip
deal,dill
dean,deign
dean,den
din,deign
din,den
deign,den
dean,din
decease,disease
decent,dissent
descent,dissent
decent,descent
deem,dim
defer,differ
deference,difference
defy,deify
demur,demure
depart,deport
dependent,dependant
devise,device
devote,devout
dew,due
dinghy,dingy
discard,discord
discus,discuss
divers,diverse
doodle,doddle
door,dour
dose,doze
dot,dote
draft,draught
drought,draught
draft,drought
drawl,droll
drool,droll
drawl,drool
droop,drop
early,yearly
dude,dud
east,yeast
edict,addict
edit,adit
eerie,eyrie
effluent,affluent
ego,ago
eligible,illegible
elite,alight
elusive,illusive
emigrant,immigrant
emigrate,immigrate
envelop,envelope
errand,errant
eruption,irruption
exalt,exult
excite,incite
exercise,exorcise
expand,expend
expanse,expense
extent,extinct
extant,extinct
beer,bear
bier,bear
veer,bear
extend,extinct
extend,extant
extent,extant
extend,extent
fad,fade
faint,feint
fallow,fellow
fan,feign
fan,fun
fen,feign
fen,fun
feign,fun
fan,fen
farm,firm
faun,fawn
faze,phase
first,feast
feast,fist
feat,fit
feet,fit
feat,feet
feel,fill
final,finale
finest,finesse
fines,finish
flare,flair
flak,fleck
flake,fleck
flak,flake
flax,flex
fleet,flit
full,fool
fort,forte
foul,fowl
gabble,gable
gaffe,gaff
gaggle,goggle
gamble,gambol
gantry,gentry
gaol,goal
gap,gape
gauge,gaze
gen,gene
genteel,gentle
german,germane
ghastly,ghostly
ghast,ghost
gild,guild
gilt,guilt
gird,guard
glad,glade
grate,great
greed,grid
green,grin
greet,grit
grim,grime
grip,gripe
gulf,gulp
hack,heck
hail,hale
hair,heir
hare,heir
hair,hare
half,huff
hall,haul
hard,herd
hopeless,hapless
haste,heist
harsh,hers
haunt,hunt
haven,heaven
heal,heel
hill,heel
heal,hill
heap,hip
heat,hit
hoard,horde
hobby,hubby
hole,whole
holly,holy
hoof,hoop
hop,hope
human,humane
idyll,ideal
idle,idol
ill,eel
impart,import
impassable,impossible
impostor,imposture
imprudent,impudent
inapt,inept
ingenious,ingenuous
ingress,egress
irk,arc
itch,each
jealous,zealous
jeep,zip
jest,zest
jinx,jink
zinc,jink
jinx,zinc
jog,jug
jut,jute
keel,kill
keen,kin
keep,kip
knack,neck
knit,nit
neat,nit
knit,neat
label,level
lag,leg
lark,lurk
last,lust
lath,lathe
lather,leather
launch,lunch
lea,lee
lead,lid
lip,leap
leak,luck
leek,luck
leak,leek
lease,lees
leave,live
lend,land
license,licence
lion,loin
load,lode
loath,loathe
lob,lobe
local,locale
loose,lose
lop,lope
lunge,lung
mystic,mystique
morale,moral
mope,mop
modal,model
mood,mod
mode,mod
mood,mode
moat,mote
mixer,mixture
miner,minor
might,mite
mettle,metal
mete,meet
meal,mill
mead,mid
mast,must
massage,message
mask,musk
masque,musk
mask,masque
mash,mesh
marshal,martial
marry,merry
marrow,morrow
mare,mayor
mere,mayor
mare,mere
marbel,marvel
mantle,mantel
mental,mantel
mantle,mental
mention,mansion
manner,manor
main,mane
mall,maul
magnate,magnet
mail,male
nab,nob
nap,nape
naughty,natty
knotty,natty
naughty,knotty
novel,noble
nod,node
noddle,noodle
noisy,nosey
noose,nous
nose,nous
noose,nose
nozzle,nuzzle
ordinal,cardinal
overt,covert
pack,peck
paddle,pedal
peddle,pedal
paddle,peddle
pail,pale
pain,pane
pair,pare
pan,pen
pander,ponder
panel,penal
pap,pep
paper,pauper
pepper,pauper
paper,pepper
parch,perch
parish,perish
park,perk
parry,perry
parse,purse
parson,person
part,pert
passable,possible
past,pest
paste,pest
past,paste
pastor,pester
pat,pet
patrol,petrol
patter,potter
paunch,punch
peel,pill
peal,pill
peel,peal
pear,peer
pearl,purl
peep,pip
pier,pyre
plain,plane
plait,plate
posie,pose
pool,pull
poverty,puberty
practice,practise
pray,prey
prove,probe
put,putt
puttee,putty
quail,quell
quark,quirk
quarry,querry
queer,quire
rabble,rubble
rack,rake
raft,rapt
raze,razz
raise,razz
raze,raise
rand,rend
rant,rent
rap,wrap
wrap,rape
rap,wrap
rate,rat
rapture,rupture
ravel,revel
rebel,revel
ravel,rebel
reach,rich
reed,read
rid,read
reed,rid
ream,rim
reap,rip
rick,reek
refuse,refuge
rest,wrest
ring,wring
risk,risque
roast,roost
rogue,rouge
role,roll
route,rout
rote,rout
route,rote
sac,sack
sag,sage
sail,sale
sally,sully
salon,saloon
satire,satyr
scarf,scurf
scoop,scope
scrap,scrape
seam,seem
sear,seer
seat,sit
seam,seem
sear,shear
sear,sheer
sear,share
seer,shear
seer,sheer
seer,share
shear,sheer
shear,share
sheer,share
sear,seer
seat,sit
seek,sick
seep,sip
surge,serge
sever,severe
shad,shade
sham,shame
sheep,ship
sheen,sin
sheen,shin
seen,sin
seen,shin
sin,shin
sheen,seen
sheet,shit
shingle,single
shine,sign
sine,sign
shine,sine
sing,singe
slander,slender
slat,slate
sleek,slick
sleep,slip
slit,sleet
slime,slim
slop,slope
slot,sloth
sneak,snick
soap,sop
soar,sore
sour,sore
soar,sour
soldier,shoulder
solder,shoulder
soldier,solder
swoon,soon
sole,soul
spacious,specious
spar,spur
spare,spur
spar,spare
spat,spate
spatial,special
spin,spine
spit,spite
staff,stuff
stamp,stump
stare,stair
stationary,stationery
steed,stead
steal,still
steel,still
steal,steel
storey,story
straight,strait
super,supper
surely,surly
tail,tale
tall,toll
tamper,temper
tap,tape
tar,tare
tarn,turn
tarry,terry
taste,test
teak,tick
teal,till
team,teem
teat,tit
tenor,tenner
thrash,thresh
tire,tyre
track,trek
troop,troupe
unwanted,unwonted
urgent,argent
volt,bolt
vault,bolt
volt,vault
vile,bile
vest,best
barge,verge
veer,beer
vary,very
vase,base
valet,ballet
vale,veil
wad,wade
wan,wane
want,wont
wander,wonder
warm,worm
ward,word
wheat,wit
wit,whit
wheat,wit
whole,hole
wife,wide
wipe,wide
wife,wipe
yack,yak
ya'll,yell
yawl,yell
ya'll,yawl
stead,steed
greed,greet
died,dyed
form,from
